dataset,model_alias,pair_type,mode,direction,eval_direction,n_items,base_intended_acc,patched_intended_acc,mean_delta_target_prob,mean_js_shift,prediction_changed_rate,delta_intended_acc
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,random_direction_control,random_control,negative_to_positive,128,0.34765625,0.359375,0.015269287396222356,0.0009230461297421106,0.01171875,0.01171875
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,random_direction_control,random_control,positive_to_negative,128,0.33984375,0.3203125,-0.014281536219641556,0.0008554091040829878,0.01953125,-0.01953125
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,128,0.34765625,0.6171875,0.27727653575129807,0.12071090120824868,0.26953125,0.26953125
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,128,0.33984375,0.60546875,0.26495130406692624,0.11568312980401747,0.265625,0.265625
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,128,0.34765625,0.3984375,0.04835667111910879,0.006265704071672027,0.05078125,0.05078125
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,128,0.33984375,0.37890625,0.0384333967231214,0.0045830746498801735,0.0390625,0.0390625
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,128,0.34765625,0.61328125,0.26987543259747326,0.11700295534695206,0.265625,0.265625
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,128,0.33984375,0.60546875,0.2592640374787152,0.11183460229050549,0.265625,0.265625
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,128,0.34765625,0.11328125,-0.22129989744280462,0.09977084595270257,0.234375,-0.234375
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,128,0.33984375,0.1328125,-0.20165045047178862,0.0868742196749442,0.20703125,-0.20703125
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,128,0.34765625,0.34765625,0.0,0.0,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,128,0.33984375,0.33984375,0.0,0.0,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,negative_to_positive,30,0.35,0.7333333333333333,0.3425650914510091,0.15460355625174302,0.38333333333333336,0.3833333333333333
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,positive_to_negative,30,0.48333333333333334,0.65,0.17896374066670737,0.07561025529530492,0.16666666666666666,0.16666666666666669
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,random_direction_control,random_control,negative_to_positive,30,0.35,0.35,-0.0054530461629231815,0.0007642662109950449,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,random_direction_control,random_control,positive_to_negative,30,0.48333333333333334,0.5166666666666667,-0.0004392862319946325,0.0004470193774029172,0.03333333333333333,0.03333333333333338
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,30,0.35,0.6666666666666666,0.2988028844197591,0.1299145834659346,0.31666666666666665,0.31666666666666665
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,30,0.48333333333333334,0.65,0.1512589931488037,0.06019731032417815,0.16666666666666666,0.16666666666666669
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,30,0.35,0.3333333333333333,-0.048620637257893874,0.008094230518424625,0.016666666666666666,-0.016666666666666663
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,30,0.48333333333333334,0.4666666666666667,-0.043762922286987305,0.007358993458629992,0.016666666666666666,-0.016666666666666663
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,30,0.35,0.7666666666666667,0.3744661331176758,0.17290617668745814,0.4166666666666667,0.41666666666666674
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,30,0.48333333333333334,0.6833333333333333,0.196960973739624,0.0860259862059723,0.2,0.2
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,30,0.35,0.21666666666666667,-0.16619567871093746,0.06661737678494198,0.13333333333333333,-0.1333333333333333
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,30,0.48333333333333334,0.35,-0.17348172068595885,0.07146341797223281,0.13333333333333333,-0.13333333333333336
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,30,0.35,0.35,0.0,0.0,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,fairness__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,30,0.48333333333333334,0.48333333333333334,0.0,0.0,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,negative_to_positive,26,0.36538461538461536,0.5192307692307693,0.2016720588390644,0.07961217557595766,0.15384615384615385,0.1538461538461539
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,positive_to_negative,26,0.5,0.7307692307692307,0.23404359359007615,0.09922706270959239,0.23076923076923078,0.23076923076923073
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,random_direction_control,random_control,negative_to_positive,26,0.36538461538461536,0.36538461538461536,0.0012734853304349476,0.0003053371789661503,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,random_direction_control,random_control,positive_to_negative,26,0.5,0.5,-0.004896659117478593,0.0003194973757790386,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,26,0.36538461538461536,0.5192307692307693,0.20482677679795486,0.08142157195692837,0.15384615384615385,0.1538461538461539
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,26,0.5,0.75,0.23570709503613985,0.09977091253410547,0.25,0.25
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,26,0.36538461538461536,0.40384615384615385,0.03822986896221453,0.005633284672370532,0.038461538461538464,0.03846153846153849
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,26,0.5,0.5961538461538461,0.06710066703649667,0.01073138250345986,0.09615384615384616,0.09615384615384615
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,26,0.36538461538461536,0.5192307692307693,0.19370139562166655,0.07572733617021857,0.15384615384615385,0.1538461538461539
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,26,0.5,0.7307692307692307,0.2301743168097276,0.09663195838750961,0.23076923076923078,0.23076923076923073
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,26,0.36538461538461536,0.15384615384615385,-0.18261107114645148,0.08043912593265799,0.21153846153846154,-0.2115384615384615
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,26,0.5,0.21153846153846154,-0.26323696970939636,0.10758442229014446,0.28846153846153844,-0.28846153846153844
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,26,0.36538461538461536,0.36538461538461536,0.0,0.0,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,loyalty__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,26,0.5,0.5,0.0,0.0,0.0,0.0
